0,0.43007,0.65954,168.23
0,18.08,0.68366,167.91
0,9.2013,15.9,167.28
0,-8.3757,15.859,167.12
0,-17.191,0.63353,167.66
0,-8.4102,-14.701,168.66
0,9.3189,-14.684,168.74
0,36.022,0.70782,167.42
0,31.093,18.417,166.66
0,18.052,31.276,166.14
0,0.37955,35.864,165.57
0,-17.169,31.037,165.13
0,-29.984,18.154,165.05
0,-34.797,0.60462,165.73
0,-30.284,-17.134,167.03
0,-17.376,-30.284,168.02
0,0.48043,-35.131,168.46
0,18.395,-30.355,168.68
0,31.44,-17.186,168.35
0,54.674,0.73294,166.92
0,51.461,18.254,166.07
0,42.825,33.747,165.43
0,29.656,45.525,164.7
0,13.424,52.271,163.71
0,-4.0162,53.383,162.76
0,-20.819,48.899,162.16
0,-35.267,39.311,161.88
0,-45.877,25.62,161.88
0,-51.62,9.2567,162.36
0,-51.927,-8.1634,163.44
0,-46.59,-24.88,164.73
0,-35.941,-38.967,165.62
0,-21.138,-48.704,165.88
0,-3.9483,-53.092,166.08
0,13.795,-51.811,166.74
0,30.277,-44.886,167.67
0,43.581,-32.83,168.15
0,52.019,-16.971,167.8
0,74.221,0.75778,165.7
0,71.283,19.744,164.74
0,63.638,37.263,163.95
0,51.758,52.122,163.14
0,36.414,63.179,161.89
0,18.815,69.654,160.25
0,0.32691,71.4,158.78
0,-17.893,68.624,158
0,-34.838,61.518,157.9
0,-49.454,50.378,158.12
0,-60.76,35.849,158.5
0,-68.026,18.878,159.09
0,-70.802,0.54161,160.01
0,-68.824,-18.017,161.15
0,-61.994,-35.511,162.12
0,-50.596,-50.521,162.42
0,-35.509,-61.802,161.97
0,-18.049,-68.701,161.34
0,0.5282,-71.151,161.4
0,19.246,-69.189,162.58
0,37.098,-62.657,164.44
0,52.76,-51.529,166.07
0,64.79,-36.382,166.83
0,72.094,-18.439,166.58
0,94.375,0.77957,162.68
0,91.763,20.193,161.69
0,85.25,38.551,160.8
0,75.162,55.099,160.01
0,61.839,69.038,159.04
0,45.843,79.557,157.52
0,28.08,86.155,155.48
0,9.5763,88.895,153.5
0,-8.9032,88.184,152.32
0,-26.88,84.259,152.21
0,-43.855,77.073,152.86
0,-59.162,66.619,153.88
0,-72.098,53.166,155.01
0,-82.028,37.205,156.17
0,-88.412,19.388,157.25
0,-90.877,0.50942,158.18
0,-89.239,-18.552,158.9
0,-83.464,-36.852,159.26
0,-73.714,-53.386,159.04
0,-60.471,-67.189,158.05
0,-44.579,-77.572,156.47
0,-27.05,-84.337,154.86
0,-8.7355,-87.72,154.03
0,9.8651,-87.99,154.54
0,28.404,-85.066,156.31
0,46.314,-78.583,158.72
0,62.69,-68.311,161.03
0,76.477,-54.442,162.73
0,86.714,-37.623,163.54
0,92.75,-18.84,163.42
0,114.58,0.79582,157.07
